"Person_ID","Dist_since_last_Home","Time_of_Arrival_Home","Time_of_Departure_Home"
"41010012801",24,"19.09.2016 17:15","20.09.2016 08:00"
"41010012801",26,"20.09.2016 17:15","21.09.2016 08:05"
"41010012801",24,"21.09.2016 17:35","21.09.2016 23:59"
"41010012802",4,"15.09.2016 09:35","15.09.2016 14:55"
"41010012802",12,"15.09.2016 15:35","16.09.2016 06:30"
"41010012802",24,"16.09.2016 13:35","16.09.2016 15:30"
"41010012802",8,"16.09.2016 16:10","16.09.2016 16:15"
"41010012802",6,"16.09.2016 16:32","17.09.2016 06:00"
"41010012802",24,"17.09.2016 13:15","18.09.2016 11:30"
"41010012802",33,"18.09.2016 12:45","19.09.2016 08:00"
"41010012802",8,"19.09.2016 09:20","19.09.2016 15:00"
"41010012802",4,"19.09.2016 15:25","20.09.2016 06:20"
"41010012802",24,"20.09.2016 13:45","20.09.2016 14:55"
"41010012802",4,"20.09.2016 15:10","21.09.2016 06:20"
"41010012802",25,"21.09.2016 14:10","21.09.2016 15:45"
"41010012802",4,"21.09.2016 16:10","21.09.2016 23:59"
"41010012851",42,"16.09.2016 15:09","19.09.2016 13:25"
"41010012851",39,"19.09.2016 14:32","19.09.2016 14:35"
"41010012851",2,"19.09.2016 14:44","20.09.2016 15:48"
"41010012851",16,"20.09.2016 16:38","21.09.2016 10:25"
"41010012851",25,"21.09.2016 11:03","21.09.2016 14:46"
"41010012851",12,"21.09.2016 15:31","21.09.2016 23:59"
"41010013651",59.5,"11.11.2016 18:15","12.11.2016 05:08"
"41010013651",29.4,"12.11.2016 14:53","12.11.2016 16:14"
"41010013651",23.6,"12.11.2016 16:41","12.11.2016 16:45"
"41010013651",1.8,"12.11.2016 16:51","13.11.2016 00:52"
"41010013651",5.3,"13.11.2016 00:59","13.11.2016 01:00"
"41010013651",0.7,"13.11.2016 01:03","13.11.2016 09:56"
"41010013651",0.3,"13.11.2016 09:58","13.11.2016 11:29"
"41010013651",6.4,"13.11.2016 11:37","13.11.2016 15:27"
"41010013651",6.6,"13.11.2016 15:35","14.11.2016 06:45"
"41010013651",52.8,"14.11.2016 16:49","15.11.2016 06:40"
"41010013651",52.9,"15.11.2016 16:42","15.11.2016 18:02"
"41010013651",6.9,"15.11.2016 18:18","15.11.2016 20:56"
"41010013651",6.9,"15.11.2016 21:08","16.11.2016 06:40"
"41010013651",54.1,"16.11.2016 19:22","17.11.2016 06:38"
"41010013651",52.5,"17.11.2016 17:00","17.11.2016 17:33"
"41010013651",0.7,"17.11.2016 17:36","17.11.2016 23:59"
"41010013911",16,"16.09.2016 16:50","18.09.2016 14:30"
"41010013911",7.3,"18.09.2016 14:40","21.09.2016 14:40"
"41010013912",46,"16.09.2016 12:48","16.09.2016 14:00"
"41010013912",8.3,"16.09.2016 14:16","16.09.2016 16:30"
"41010013912",8.3,"16.09.2016 18:43","17.09.2016 09:56"
"41010013912",8.3,"17.09.2016 10:09","17.09.2016 17:10"
"41010013912",8.3,"17.09.2016 17:27","18.09.2016 19:00"
"41010013912",7.3,"18.09.2016 19:10","19.09.2016 06:34"
"41010013912",46,"19.09.2016 12:46","19.09.2016 17:16"
"41010013912",20.8,"19.09.2016 19:29","20.09.2016 06:35"
"41010013912",45,"20.09.2016 14:32","20.09.2016 15:55"
"41010013912",23.1,"20.09.2016 18:19","21.09.2016 06:35"
"41010013912",26.5,"21.09.2016 19:31","21.09.2016 12:21"
"41010013912",24,"21.09.2016 12:44","21.09.2016 13:56"
"41010013912",3,"21.09.2016 14:27","21.09.2016 16:39"
"41010013912",9,"21.09.2016 17:13","21.09.2016 17:38"
"41010013912",3,"21.09.2016 18:02","21.09.2016 18:14"
"41010013912",49.4,"22.09.2016 13:56","22.09.2016 17:07"
"41010013912",8.7,"22.09.2016 17:40","22.09.2016 18:50"
"41010013912",20.7,"22.09.2016 19:20","22.09.2016 20:20"
"41010013912",20.7,"22.09.2016 20:49","22.09.2016 23:59"
"41010013913",12.5,"17.09.2016 12:20","17.09.2016 14:20"
"41010013913",12.5,"17.09.2016 15:02","19.09.2016 06:30"
"41010013913",44,"19.09.2016 16:31","19.09.2016 17:00"
"41010013913",8.4,"19.09.2016 17:11","19.09.2016 19:02"
"41010013913",9.6,"19.09.2016 19:22","20.09.2016 06:34"
"41010013913",44,"20.09.2016 16:33","20.09.2016 19:35"
"41010013913",9.8,"20.09.2016 19:47","20.09.2016 22:43"
"41010013913",9.8,"20.09.2016 22:55","21.09.2016 06:36"
"41010013913",44,"21.09.2016 16:37","22.09.2016 06:41"
"41010013913",44,"22.09.2016 16:48","22.09.2016 23:59"
"41010014661",3,"18.09.2016 14:05","18.09.2016 14:50"
"41010014661",2,"18.09.2016 15:00","18.09.2016 16:50"
"41010014661",2,"18.09.2016 17:00","19.09.2016 06:10"
"41010014661",12,"19.09.2016 16:00","20.09.2016 06:08"
"41010014661",12,"20.09.2016 16:05","21.09.2016 06:10"
"41010014661",12,"21.09.2016 16:00","22.09.2016 06:10"
"41010014661",15,"22.09.2016 16:30","23.09.2016 06:10"
"41010014661",15,"23.09.2016 13:30","24.09.2016 07:45"
"41010014661",2,"24.09.2016 08:20","24.09.2016 23:59"
"41010014662",12,"20.09.2016 13:10","20.09.2016 14:00"
"41010014662",12,"20.09.2016 14:30","21.09.2016 05:45"
"41010014662",96,"21.09.2016 16:40","22.09.2016 05:45"
"41010014662",96,"22.09.2016 16:15","23.09.2016 06:20"
"41010014662",12,"23.09.2016 12:30","23.09.2016 23:59"
"41010014801",56.4,"12.09.2016 12:45","13.09.2016 07:15"
"41010014801",56.4,"13.09.2016 12:25","13.09.2016 13:00"
"41010014801",71,"13.09.2016 15:45","14.09.2016 07:10"
"41010014801",56.4,"14.09.2016 12:40","15.09.2016 07:10"
"41010014801",56.4,"15.09.2016 13:00","16.09.2016 10:30"
"41010014801",44,"16.09.2016 13:00","16.09.2016 16:00"
"41010014801",19,"16.09.2016 16:45","17.09.2016 07:45"
"41010014801",30.5,"17.09.2016 08:30","17.09.2016 12:30"
"41010014801",31.5,"17.09.2016 15:00","17.09.2016 23:59"
"41010014911",8,"16.09.2016 11:45","18.09.2016 13:15"
"41010014911",65,"18.09.2016 14:00","18.09.2016 17:00"
"41010014911",65,"18.09.2016 18:00","20.09.2016 13:00"
"41010014911",25,"20.09.2016 13:30","20.09.2016 16:30"
"41010014911",25,"20.09.2016 17:10","22.09.2016 14:30"
"41010014911",30,"22.09.2016 18:05","22.09.2016 23:59"
"41010014971",2,"15.09.2016 07:05","15.09.2016 17:45"
"41010014971",10,"15.09.2016 18:00","15.09.2016 21:30"
"41010014971",10,"15.09.2016 21:45","16.09.2016 07:40"
"41010014971",17,"16.09.2016 13:20","16.09.2016 15:20"
"41010014971",32,"16.09.2016 20:30","16.09.2016 07:55"
"41010014971",27.3,"16.09.2016 11:05","16.09.2016 11:40"
"41010014971",36,"17.09.2016 14:05","18.09.2016 13:30"
"41010014971",8,"18.09.2016 13:50","19.09.2016 07:15"
"41010014971",32,"19.09.2016 14:55","20.09.2016 07:05"
"41010014971",34,"20.09.2016 14:45","21.09.2016 06:55"
"41010014971",2,"21.09.2016 07:10","21.09.2016 15:20"
"41010014971",32,"21.09.2016 20:25","21.09.2016 23:59"
"41010014972",42,"15.09.2016 15:35","16.09.2016 05:25"
"41010014972",42,"16.09.2016 14:33","17.09.2016 05:17"
"41010014972",42,"17.09.2016 12:41","19.09.2016 05:27"
"41010014972",42,"19.09.2016 15:38","20.09.2016 05:29"
"41010014972",42,"20.09.2016 15:34","21.09.2016 05:24"
"41010014972",42,"21.09.2016 15:33","21.09.2016 23:59"
"41010015581",32,"25.09.2016 17:55","26.09.2016 19:15"
"41010015581",10,"26.09.2016 19:25","26.09.2016 21:30"
"41010015581",10,"26.09.2016 21:40","27.09.2016 09:15"
"41010015581",152,"27.09.2016 15:30","27.09.2016 17:30"
"41010015581",40,"27.09.2016 22:15","28.09.2016 16:50"
"41010015581",20,"28.09.2016 20:00","29.09.2016 12:45"
"41010015581",39,"29.09.2016 17:18","29.09.2016 17:45"
"41010015581",18,"29.09.2016 19:15","30.09.2016 12:30"
"41010015581",20,"30.09.2016 14:30","30.09.2016 18:45"
"41010015581",22,"30.09.2016 20:30","01.10.2016 10:15"
"41010015581",150,"01.10.2016 14:45","01.10.2016 17:15"
"41010015581",14,"01.10.2016 19:25","01.10.2016 23:59"
"41010015781",36,"14.09.2016 10:47","14.09.2016 12:20"
"41010015781",14,"14.09.2016 12:48","16.09.2016 08:30"
"41010015781",9,"16.09.2016 09:50","16.09.2016 12:12"
"41010015781",9,"16.09.2016 12:35","19.09.2016 08:45"
"41010015781",6.7,"19.09.2016 09:23","19.09.2016 13:15"
"41010015781",2.2,"19.09.2016 13:19","19.09.2016 14:45"
"41010015781",3.8,"19.09.2016 14:55","19.09.2016 17:02"
"41010015781",3.8,"19.09.2016 17:12","19.09.2016 23:59"
"41010016251",70,"19.09.2016 18:05","20.09.2016 07:25"
"41010016251",143,"20.09.2016 20:20","21.09.2016 07:05"
"41010016251",128,"21.09.2016 17:30","22.09.2016 07:45"
"41010016251",96.4,"22.09.2016 19:55","23.09.2016 07:30"
"41010016251",42,"23.09.2016 16:50","23.09.2016 23:59"
"41010016252",18,"17.09.2016 14:00","21.09.2016 10:48"
"41010016252",40,"21.09.2016 12:30","21.09.2016 23:59"
"41010016331",2.4,"20.09.2016 19:28","21.09.2016 17:41"
"41010016331",1.8,"21.09.2016 19:12","22.09.2016 17:21"
"41010016331",9,"22.09.2016 18:59","23.09.2016 13:41"
"41010016331",13.5,"23.09.2016 15:52","24.09.2016 11:20"
"41010016331",1.8,"24.09.2016 12:36","24.09.2016 23:59"
"41010017031",4,"28.11.2016 08:30","29.11.2016 15:50"
"41010017031",12,"29.11.2016 16:40","30.11.2016 09:30"
"41010017031",8,"30.11.2016 11:15","30.11.2016 13:45"
"41010017031",8,"30.11.2016 14:30","01.12.2016 12:05"
"41010017031",8,"01.12.2016 14:10","01.12.2016 14:30"
"41010017031",14,"01.12.2016 17:59","03.12.2016 12:15"
"41010017031",9,"03.12.2016 12:30","04.12.2016 12:20"
"41010017031",22,"04.12.2016 14:30","04.12.2016 16:00"
"41010017031",8,"04.12.2016 16:15","04.12.2016 17:45"
"41010017031",8,"04.12.2016 18:00","04.12.2016 23:59"
"41010017231",10,"17.09.2016 11:20","17.09.2016 11:25"
"41010017231",2,"17.09.2016 11:52","17.09.2016 19:00"
"41010017231",14,"17.09.2016 19:50","19.09.2016 13:25"
"41010017231",14,"19.09.2016 14:20","20.09.2016 09:00"
"41010017231",6,"20.09.2016 11:07","20.09.2016 13:20"
"41010017231",2,"20.09.2016 13:39","20.09.2016 23:59"
"41010017232",18,"14.09.2016 12:32","15.09.2016 09:00"
"41010017232",22,"15.09.2016 09:49","15.09.2016 19:15"
"41010017232",8,"15.09.2016 20:12","16.09.2016 09:00"
"41010017232",8,"16.09.2016 11:10","16.09.2016 15:10"
"41010017232",90,"16.09.2016 20:10","17.09.2016 10:00"
"41010017232",13,"17.09.2016 13:30","18.09.2016 11:35"
"41010017232",15,"18.09.2016 12:30","18.09.2016 17:30"
"41010017232",7.7,"18.09.2016 18:20","19.09.2016 09:00"
"41010017232",13.5,"19.09.2016 13:56","19.09.2016 18:00"
"41010017232",30,"19.09.2016 19:00","20.09.2016 18:30"
"41010017232",6,"20.09.2016 19:10","20.09.2016 23:59"
"41010017711",48,"17.10.2016 16:30","18.10.2016 05:00"
"41010017711",48,"18.10.2016 16:30","19.10.2016 05:20"
"41010017711",34,"19.10.2016 16:05","19.10.2016 16:15"
"41010017711",4,"19.10.2016 16:35","20.10.2016 05:20"
"41010017711",46,"20.10.2016 16:40","21.10.2016 05:30"
"41010017711",56.8,"21.10.2016 16:50","22.10.2016 10:15"
"41010017711",0.6,"22.10.2016 11:57","22.10.2016 23:59"
"41010017713",16,"16.10.2016 17:10","17.10.2016 04:50"
"41010017713",80,"17.10.2016 17:20","18.10.2016 04:45"
"41010017713",70,"18.10.2016 15:50","18.10.2016 16:05"
"41010017713",12,"18.10.2016 19:32","19.10.2016 04:45"
"41010017713",70,"19.10.2016 14:50","19.10.2016 15:03"
"41010017713",76,"20.10.2016 17:10","21.10.2016 07:40"
"41010017713",26,"21.10.2016 11:20","22.10.2016 07:45"
"41010017713",30,"22.10.2016 09:20","22.10.2016 16:00"
"41010017713",1,"22.10.2016 16:02","22.10.2016 17:55"
"41010017713",1,"22.10.2016 17:57","22.10.2016 23:59"
"41010018021",12.5,"20.11.2016 15:45","20.11.2016 16:30"
"41010018021",12.5,"20.11.2016 16:45","21.11.2016 07:25"
"41010018021",58,"21.11.2016 17:23","21.11.2016 19:42"
"41010018021",6,"21.11.2016 22:34","22.11.2016 07:16"
"41010018021",59.8,"22.11.2016 18:07","23.11.2016 08:15"
"41010018021",60,"23.11.2016 17:02","23.11.2016 21:16"
"41010018021",3,"23.11.2016 21:22","23.11.2016 23:50"
"41010018021",3,"23.11.2016 23:57","24.11.2016 07:08"
"41010018021",51,"24.11.2016 17:34","25.11.2016 07:24"
"41010018021",68,"25.11.2016 16:11","25.11.2016 22:00"
"41010018021",3,"25.11.2016 22:05","25.11.2016 23:59"
"41010018121",3,"10.10.2016 20:10","10.10.2016 21:30"
"41010018121",3,"10.10.2016 21:40","11.10.2016 07:50"
"41010018121",52.3,"11.10.2016 19:10","12.10.2016 07:55"
"41010018121",8.6,"12.10.2016 18:43","12.10.2016 19:50"
"41010018121",3,"12.10.2016 20:00","12.10.2016 21:35"
"41010018121",3,"12.10.2016 21:50","13.10.2016 07:30"
"41010018121",8.6,"13.10.2016 16:15","13.10.2016 20:00"
"41010018301",7,"16.10.2016 14:15","16.10.2016 18:30"
"41010018301",7,"16.10.2016 18:40","17.10.2016 06:30"
"41010018301",48,"17.10.2016 17:00","17.10.2016 18:30"
"41010018301",7,"17.10.2016 18:40","17.10.2016 21:30"
"41010018301",7,"17.10.2016 21:40","17.10.2016 23:59"
"41010018302",12,"17.10.2016 18:10","18.10.2016 10:00"
"41010018302",12,"18.10.2016 15:15","19.10.2016 10:30"
"41010018302",14,"19.10.2016 11:00","19.10.2016 14:00"
"41010018302",56,"19.10.2016 18:50","20.10.2016 09:00"
"41010018302",12,"20.10.2016 14:10","21.10.2016 09:00"
"41010018302",4,"21.10.2016 09:25","21.10.2016 13:00"
"41010018302",32,"21.10.2016 16:20","22.10.2016 09:00"
"41010018302",8,"22.10.2016 10:00","22.10.2016 15:30"
"41010018302",12,"22.10.2016 20:20","22.10.2016 23:59"
"41010018401",16,"23.11.2016 12:30","23.11.2016 23:59"
"41010018402",18,"18.11.2016 20:30","19.11.2016 13:30"
"41010018402",18,"19.11.2016 21:20","21.11.2016 13:35"
"41010018402",27,"22.11.2016 19:25","24.11.2016 15:30"
"41010018402",18,"24.11.2016 20:20","24.11.2016 23:59"
"41010020211",4,"14.10.2016 14:05","15.10.2016 09:00"
"41010020211",242,"18.10.2016 10:25","18.10.2016 13:50"
"41010020211",69.5,"19.10.2016 10:50","19.10.2016 11:55"
"41010020211",75.5,"20.10.2016 10:20","20.10.2016 12:30"
"41010020212",14,"14.10.2016 17:40","14.10.2016 18:00"
"41010020212",4,"14.10.2016 18:55","14.10.2016 23:59"
"41010020821",6,"11.10.2016 17:35","12.10.2016 07:30"
"41010020821",21,"12.10.2016 19:00","13.10.2016 07:15"
"41010020821",8,"13.10.2016 15:05","14.10.2016 08:00"
"41010020821",19.5,"14.10.2016 15:30","14.10.2016 17:00"
"41010020821",2,"14.10.2016 17:50","15.10.2016 12:00"
"41010020821",4,"15.10.2016 15:15","16.10.2016 11:05"
"41010020821",21,"16.10.2016 11:30","16.10.2016 14:00"
"41010020821",16,"16.10.2016 14:20","16.10.2016 18:10"
"41010020821",52,"16.10.2016 19:15","16.10.2016 23:59"
"41010021221",20,"10.10.2016 15:12","10.10.2016 15:40"
"41010021221",38,"10.10.2016 17:15","11.10.2016 06:20"
"41010021221",20,"11.10.2016 16:28","13.10.2016 06:30"
"41010021221",33,"13.10.2016 17:30","14.10.2016 06:20"
"41010021221",20,"14.10.2016 12:13","15.10.2016 08:20"
"41010021221",20,"15.10.2016 10:15","15.10.2016 14:45"
"41010021221",14,"15.10.2016 17:23","16.10.2016 14:40"
"41010021221",16,"16.10.2016 17:10","16.10.2016 23:59"
"41010021361",61,"15.10.2016 16:30","16.10.2016 09:20"
"41010021361",1,"16.10.2016 09:25","16.10.2016 10:35"
"41010021361",1,"16.10.2016 10:40","17.10.2016 11:05"
"41010021361",25,"17.10.2016 14:45","18.10.2016 07:36"
"41010021361",1,"18.10.2016 07:50","18.10.2016 11:55"
"41010021361",25,"18.10.2016 14:45","19.10.2016 07:15"
"41010021361",7,"19.10.2016 07:25","19.10.2016 08:00"
"41010021361",7,"19.10.2016 08:08","19.10.2016 11:56"
"41010021361",20,"19.10.2016 14:16","19.10.2016 16:20"
"41010021361",6,"19.10.2016 17:08","20.10.2016 09:56"
"41010021361",18,"20.10.2016 10:35","20.10.2016 11:55"
